time,raw_phoneme,F1,F2,F3,duration,word,phoneme
276.3365034,y,519.6773668,1039.663118,2257.774291,0.062278081,y3moy,
276.4403002,l,287.5076004,1466.338303,2360.843402,0.145315522,le,
276.6761496,e,401.0225074,1646.531121,2415.850935,0.326383275,le,e
276.9851917,m,235.8851192,986.6318167,2173.753814,0.087650632,mi,
277.0774555,i,281.4310945,1876.88352,2241.134848,0.096877014,mi,i
277.1731793,n,261.0388822,1699.471031,2393.924971,0.094570419,nis,
277.2746695,i,287.3472421,1820.399054,2492.45855,0.108409992,nis,i
277.3899992,s,2065.178273,3166.16481,3830.603762,0.122249566,nis,
277.4744783,y,325.7384591,1697.690411,2183.881368,0.046708561,y3moy,
277.5194569,o,395.0950737,1058.605113,2253.040353,0.043248667,y3moy,3
277.5802934,m,261.7108979,1417.653815,2397.531532,0.07842425,y3moy,
277.6702506,o,360.4484565,880.3620937,2339.202266,0.101490206,y3moy,o
277.7544413,y,320.4426603,1282.059563,2266.223074,0.066891272,y3moy,
277.8270991,l,271.820989,1665.31847,2499.575176,0.07842425,le,
277.9366624,e,476.2562572,1650.742481,2426.415108,0.140702331,le,e
279.9692232,n,243.305646,1699.183653,2476.615232,0.083037441,ni,
280.169897,i,307.6909768,2039.372972,2493.05586,0.31831019,ni,i
280.4282357,m,1607.754927,2487.931202,3200.365477,0.19836722,mis,
280.6012304,i,299.1977622,1606.806925,2331.619787,0.147622117,mis,i
280.7511591,s,273.0221622,2161.828235,2962.86075,0.152235308,mis,
280.8636056,y,283.9905548,1785.133223,1929.809224,0.072657761,y3moy,
280.9351101,o,373.0191028,878.5342321,2309.524187,0.070351165,y3moy,3
281.0233374,m,253.9937641,835.5624315,2469.741536,0.106103397,y3moy,
281.1230976,o,350.0863075,822.6275184,2354.5211,0.093417121,y3moy,o
281.2159381,y,351.0992933,1094.031526,2305.833805,0.092263823,y3moy,
281.2989755,d,255.5149312,1561.636784,2347.783143,0.073811059,da,
281.4245305,a,301.7759233,1426.778246,2455.533168,0.177298915,da,a
281.6837373,n,244.6547998,1681.830812,2415.846759,0.117636375,ni,
281.8036802,i,329.7437085,1927.112107,2643.581403,0.122249566,ni,i
281.930543,m,248.5100215,1096.434012,2209.341831,0.131475948,mis,
282.050486,i,303.7560644,1842.156631,2358.650323,0.108409992,mis,i
282.1727355,s,1876.901976,2999.227076,3524.815165,0.136089139,mis,
282.2638461,y,308.8395028,1765.514611,2243.885951,0.046131912,y3moy,
282.3168978,o,430.0127156,1059.133059,2282.734595,0.059971485,y3moy,3
282.3860956,m,250.1235569,833.0697322,2395.933981,0.07842425,y3moy,
282.4691331,o,309.8861262,837.8384826,2280.240958,0.087650632,y3moy,o
282.5590903,y,374.7980175,1134.247485,2280.477741,0.092263823,y3moy,
282.643281,d,181.0384671,1515.983246,2534.818405,0.076117654,da,
282.7401581,a,492.6333704,1471.211765,2463.524088,0.117636375,da,a
286.4740595,p,403.1881178,1515.342069,2325.046199,0.043825316,pia,
286.5547904,i,318.8776457,1841.610411,2357.980431,0.117636375,pia,
286.7116389,a,609.2227057,1304.239651,2541.722498,0.196060625,pia,
286.8431148,m,284.0313277,1440.122567,2288.130469,0.066891272,mis,
286.9273056,i,314.8658735,1815.277306,2399.574705,0.101490206,mis,i
287.0414821,s,2058.842856,2726.769479,3542.938897,0.126862757,mis,
287.1279794,y,295.7185992,1640.868731,1722.717352,0.046131912,y3moya,
287.1787245,o,385.3853747,1084.945051,2229.1448,0.055358294,y3moya,3
287.2606086,m,504.1105747,2362.247725,2751.953637,0.108409992,y3moya,
287.3920846,o,321.1951369,784.0514039,2353.495383,0.154541904,y3moya,o
287.5051078,y,363.5058353,1086.018581,2251.27838,0.071504463,y3moya,
287.5916051,a,356.1444452,1402.795143,2262.243258,0.101490206,y3moya,a
288.2296042,p,562.6127089,1433.315626,2167.402686,0.036905529,pia,
288.3126416,i,331.5376345,1882.724541,2438.870427,0.129169353,pia,
288.4544973,a,682.297722,1332.486921,2455.267215,0.154541904,pia,
288.5732869,m,275.6461466,1209.258756,2321.781208,0.083037441,mis,
288.6540178,i,269.9231934,1731.16946,2228.245801,0.07842425,mis,i
288.7335953,s,415.0349418,2073.756006,3159.442505,0.080730845,mis,
288.7996216,y,298.9472846,1664.969708,2265.731783,0.051321752,y3moy,
288.8526733,o,303.9323596,1140.739649,2218.484064,0.054781645,y3moy,3
288.9250428,m,252.3640373,1047.028106,2321.735515,0.089957228,y3moy,
289.026533,o,252.9057457,840.2646569,2328.259439,0.113023184,y3moy,o
289.1441693,y,300.3397626,1048.840922,2262.902382,0.122249566,y3moy,
291.1038952,n,256.1924008,1637.783096,2107.647597,0.092263823,ni,
291.3299416,i,304.4176246,2015.288845,2586.117132,0.359828911,ni,
292.0262241,l,296.9043287,1429.94156,2201.111788,0.064584676,leaqada,
292.1115681,e,408.1380511,1639.944474,2440.4653,0.106103397,leaqada,e
292.2084451,a,530.2257948,1564.284863,2450.09503,0.087650632,leaqada,a
292.3076287,q,1024.017314,1228.901197,3116.642267,0.110716588,leaqada,
292.397586,a,582.724064,1261.97993,2521.172773,0.069197867,leaqada,a
292.471397,d,271.6916813,1876.549482,2781.378317,0.07842425,leaqada,
292.6120993,a,482.1594886,1412.511585,2593.384444,0.202980411,leaqada,a
292.9930444,n,233.9498236,1560.987123,2357.252431,0.101490206,ni,
293.177572,i,287.5448797,1978.673602,2568.723102,0.267565088,ni,i
293.6042922,l,291.0240434,1460.284586,2412.50095,0.069197867,leaqada,
293.6743223,e,477.7099933,1537.237084,2392.327861,0.07086231,leaqada,e
293.7481334,a,437.1852414,1551.734852,2344.090483,0.076759808,leaqada,a
293.8441782,q,575.8142323,1346.621175,3005.912673,0.115329779,leaqada,
293.9318288,a,507.4710259,1267.825833,2720.432132,0.059971485,leaqada,a
293.9937858,d,233.4634883,1432.266908,2436.786176,0.063942523,leaqada,
294.1114222,a,180.4169304,1437.774053,2669.742366,0.171330226,leaqada,a
296.4402152,n,231.5529138,1294.170675,2364.325846,0.239885941,nEl,
296.7262331,E,474.0746399,1737.768061,2326.592846,0.332149764,nEl,E
297.0307037,l,907.2651221,2388.821628,3060.146853,0.27679147,nEl,
297.2013918,l,268.7839728,1348.531575,2473.370199,0.064584676,leaqada,
297.291349,e,479.8943126,1602.464028,2403.477234,0.115329779,leaqada,e
297.4066788,a,514.5282173,1554.857424,2395.407709,0.115329779,leaqada,a
297.5243152,q,434.0588538,1853.351531,3278.211874,0.11994297,leaqada,
297.6142724,a,399.9055684,1325.321924,2544.191102,0.059971485,leaqada,a
297.6811637,d,256.3758771,1557.441816,2420.685974,0.073811059,leaqada,
297.7849605,a,964.306039,2022.164871,2788.181556,0.133782544,leaqada,a
298.02629,n,232.4818491,1494.672477,2092.101606,0.096877006,nEl,
298.1726933,E,459.1130867,1701.87237,2311.916124,0.195929605,nEl,E
298.339856,l,294.2662131,1337.557253,2390.152649,0.138395707,nEl,
298.4401929,e,458.6309442,1555.299123,2279.729017,0.062278068,leaqada,e
298.5070841,a,399.4814099,1545.971666,2273.10406,0.071504448,leaqada,a
298.6097276,q,1307.582455,2946.193245,3488.719264,0.133782516,leaqada,
298.6996848,a,425.0514724,1322.466946,2475.159807,0.046131902,leaqada,a
298.7458167,d,1082.710013,1730.004479,2704.33312,0.046131902,leaqada,
298.8254005,a,161.9959391,1317.099765,2514.543754,0.113035712,leaqada,a
1.571154777,p,561.9178142,1432.613519,2112.120707,0.047829474,pia,
1.670311474,i,322.3304874,1901.591539,2258.180584,0.150483919,pia,
1.829084761,a,612.7043932,1299.030356,2500.063652,0.167062656,pia,
1.952787644,l,341.0349342,1138.618214,2119.322375,0.080343109,leaqa,
2.043831977,e,498.0746108,1558.95727,2364.287617,0.101745558,leaqa,e
2.146353898,a,432.5346499,1536.862457,2324.544731,0.103298283,leaqa,a
2.243913387,q,131.2675477,1368.855923,2646.38437,0.091820696,leaqa,
2.324073296,a,362.0575664,1150.170915,2735.523723,0.068499122,leaqa,a
2.698984557,p,718.5122599,1314.236297,2650.301481,0.032526025,pia,
2.775823723,i,344.4593274,1893.864476,2158.807358,0.121152308,pia,
2.903990112,a,427.8110677,1291.628362,2412.917986,0.13518047,pia,
3.023867132,l,342.2567746,1135.730235,2409.078442,0.104573571,leaqa,
3.116203406,e,384.2421931,1571.522989,2317.686311,0.080098978,leaqa,e
3.199612668,a,384.524509,1638.891594,2396.888337,0.086719547,leaqa,a
3.289520433,q,102.9723906,1278.772815,2602.053163,0.093095984,leaqa,
3.399632944,a,634.671366,1638.025765,2689.541518,0.127129038,leaqa,a
6.2346804,n,256.9667621,1716.385025,1962.657956,0.127528745,ni,
6.433625242,i,309.3104236,2000.531939,2334.293344,0.270360939,ni,i
6.891030181,y,265.1350539,1784.892382,2529.929034,0.12497817,y3moy,
6.996879039,o,491.2618807,988.0704453,2263.067339,0.086719547,y3moy,3
7.083598585,m,473.0036629,1929.695913,2442.946207,0.086719547,y3moy,
7.188172156,o,445.3979946,834.4879387,2379.417485,0.122427595,y3moy,o
7.278717565,y,442.9969177,1196.211089,2203.735027,0.058663223,y3moy,
7.343757225,d,259.244271,1512.739556,2324.988056,0.071416097,da,
7.425375622,a,467.1596167,1488.544366,2460.911524,0.091820696,da,a
8.339342798,n,244.0927746,1660.407901,2212.507735,0.077846006,ni,
8.506405453,i,305.9311354,1970.694518,2154.388701,0.256279306,ni,i
9.325228179,y,323.8138746,1802.368924,2467.583847,0.12497817,y3moy,
9.425975888,o,493.6416597,1077.812686,2280.703257,0.076517247,y3moy,3
9.515246009,m,274.3188104,541.3600184,2341.003677,0.102022996,y3moy,
9.60451613,o,228.9744379,829.3513632,2343.808014,0.076517247,y3moy,o
9.67975809,y,300.5333616,1110.752117,2263.596904,0.073966672,y3moy,
9.753724762,d,214.2173899,1547.6327,2514.729561,0.073966672,y3moy,
9.827691434,a,484.5882775,1474.37642,2460.17983,0.073966672,y3moy,a
12.04295431,b,216.0064842,807.0812423,2429.854494,0.089570059,bala,
12.16234365,a,632.2013352,1151.188567,2600.699067,0.149208631,bala,a
12.26883016,l,438.6666762,1058.290018,2524.083006,0.063764372,bala,
12.41229999,a,739.7393006,1228.73409,2600.723896,0.223175303,bala,a
13.32143568,b,242.8320191,2169.914522,3108.947188,0.119976639,bala,
13.4120309,a,554.9010004,1239.829947,2520.63444,0.061213798,bala,a
13.47005648,l,484.3645097,1195.973597,2237.567927,0.05483736,bala,
13.58228177,a,757.7041073,1395.934889,2617.571918,0.169613231,bala,a
72.27969472,y,356.060202,1825.526587,2352.716024,0.140281619,yec-,
72.39829646,e,391.4340089,1666.097248,2327.353188,0.096921846,yec-,E
72.51179704,tŸ,379.2586126,1690.992667,2540.68668,0.13007932,yec-,
73.58771594,y,313.640705,1836.224428,2315.966963,0.11987702,yec-,
73.67571077,e,366.4841782,1620.953515,2332.391738,0.056112648,yec-,E
73.76370561,tŸ,186.735877,1682.443964,2757.833351,0.11987702,yec-,
80.92258849,y,390.396381,1841.943634,2404.250199,0.102022996,yec-,
81.02461149,e,466.1836015,1650.92707,2331.285609,0.102022996,yec-,E
81.13173564,tŸ,440.7498605,1896.429816,3118.326629,0.112225295,yec-,
82.20637925,y,374.2156416,1796.512508,2380.285827,0.109674721,yec-,
82.31477868,e,458.662155,1720.276166,2364.456439,0.107124146,yec-,E
82.42700398,tŸ,392.7396635,1961.346325,3040.43199,0.117326445,yec-,
101.9315479,o,278.4410206,826.3300392,2512.406931,0.123715273,olEl,o
102.0329394,l,326.5647359,1074.37576,1912.230988,0.079067822,olEl,
102.2012774,e,465.4468548,1554.418687,2273.135054,0.257608065,olEl,E
102.3721659,l,366.6307007,1343.963526,2422.324384,0.084168972,olEl,
103.1873052,o,341.4384168,884.0557941,2514.448129,0.11987702,olEl,o
103.2804012,l,377.3355257,1009.040355,1669.348157,0.066314947,olEl,
103.4041041,e,451.6289634,1612.989216,2238.436274,0.181090818,olEl,E
103.545661,l,391.2822142,1283.372739,2397.619039,0.102022996,olEl,
142.0233872,x,1264.344513,2312.538459,3170.297487,0.112225295,qEl,
142.16877,e,475.1509984,1670.987476,2260.738694,0.178540243,qEl,E
142.2924729,l,402.6981436,1320.18191,2373.883916,0.068865522,qEl,
143.5641462,q,1215.378942,2739.386061,3554.071063,0.146965595,qEl,
143.7095144,e,445.9460979,1652.476456,2299.03538,0.143770691,qEl,E
143.8261284,l,371.6122393,1282.722343,2434.650486,0.089457319,qEl,
175.9732933,e,441.5755851,1731.010196,2392.268616,0.236422914,eldilda,E
176.1538053,l,346.0465943,1477.859463,2368.062798,0.124601265,eldilda,
176.2384703,d,211.133033,1574.750589,2244.808859,0.044728659,eldilda,
176.3311225,i,332.9168651,1821.16092,2203.130035,0.140575787,eldilda,i
176.4557238,l,312.7415962,1498.063857,2401.149196,0.108626744,eldilda,
176.5403888,d,245.5012445,1570.865442,2435.979495,0.060703181,eldilda,
176.6074817,a,462.6642253,1480.592909,2485.210421,0.073482798,eldilda,a
177.3625443,e,342.9545828,1741.080688,2295.149427,0.115016553,eldilda,E
177.4775609,l,314.2631498,1408.06273,2383.035902,0.115016553,eldilda,
177.5606284,d,251.3828933,1557.918378,2309.667948,0.051118468,eldilda,
177.6532806,i,302.9812473,1920.576488,2243.716822,0.134185978,eldilda,i
177.774687,l,315.6096254,1556.861375,2447.213186,0.108626744,eldilda,
177.8641443,d,239.5699839,1657.865434,2413.870159,0.070287893,eldilda,
177.9456144,a,420.4882491,1577.627012,2529.17338,0.092652223,eldilda,a
180.2384498,y,212.9495688,1844.143436,2654.894982,0.070287893,yElwIn,
180.3470765,e,369.3382249,1825.775651,2248.481875,0.146965595,yElwIn,E
180.4780676,l,333.949203,1297.392774,2453.490097,0.115016553,yElwIn,
180.5834994,w,316.0757964,950.5238729,2190.798646,0.095847127,yElwIn,
180.6601771,i,387.9505089,1607.763349,2214.837299,0.057508276,yElwIn,I
180.7464395,n,280.4368959,1616.506625,2277.090752,0.115016553,yElwIn,
180.8231172,d,237.7668934,1524.658332,2533.298069,0.038338851,yElwIn,
180.8806255,a,470.3790505,1491.139129,2441.69735,0.076677702,yElwIn,a
181.6077529,y,344.3864455,1888.540404,2330.354366,0.08306751,yElwIn,
181.6908204,e,375.7813196,1747.740673,2370.513164,0.08306751,yElwIn,E
181.7802777,l,333.2283425,1331.133028,2425.638566,0.095847127,yElwIn,
181.8825147,w,344.3493303,1063.628099,2266.502852,0.108626744,yElwIn,
181.9783618,i,317.2453973,1812.680985,2376.938026,0.08306751,yElwIn,i
182.0742089,n,259.6751496,1622.175267,2132.513365,0.108626744,yElwIn,
182.155679,d,230.2399574,1584.463174,2466.752721,0.054313372,yElwIn,
182.2147847,a,415.9960553,1521.675875,2469.744102,0.063898085,yElwIn,a
194.494154,d,251.3235252,1619.799648,2344.769154,0.057508276,dilda,
194.5820138,i,333.473672,1857.1139,2251.524246,0.118211457,dilda,i
194.6970304,l,347.079769,1519.718798,2421.767597,0.111821648,dilda,
194.8040597,d,324.2415424,1614.859264,2464.249257,0.102236936,dilda,
194.9190762,a,373.9484217,1503.264711,2602.351123,0.12779617,dilda,a
195.5925867,d,244.1564652,1657.860521,2385.046401,0.063898085,dilda,
195.6788491,i,327.7819242,1930.918578,2292.870182,0.108626744,dilda,i
195.7699039,l,375.5025515,1607.369749,2518.235735,0.073482798,dilda,
195.8545689,d,257.6187482,1782.024303,2373.341669,0.095847127,dilda,
195.9727803,a,383.8368277,1542.323363,2428.787808,0.140575787,dilda,a
208.0423107,m,240.9945732,1453.380735,2363.1552,0.121406361,mEm,
208.2467846,e,494.7748431,1717.448603,2391.72231,0.287541382,mEm,E
208.449661,m,290.5641018,1956.939899,2285.870663,0.118211457,mEm,
209.5004774,m,255.0432334,1218.230762,2273.808108,0.14954635,mEm,
209.6918646,e,418.7144419,1688.617889,2404.400072,0.23322801,mEm,E
209.8691818,m,263.5794384,1851.40223,2503.672049,0.121406361,mEm,
212.6884791,m,226.1070044,2013.401489,2291.46751,0.099042031,mEm,
212.8641989,e,400.6147441,1732.074039,2406.67639,0.252397435,mEm,E
213.0335288,m,276.7042341,1116.181624,2233.895933,0.086262415,mEm,
215.8889333,m,233.8018519,1216.858811,2264.740239,0.067568938,mEm,
216.0008791,e,379.9272779,1730.754052,2348.566087,0.156322619,mEm,E
216.1083509,m,265.0518611,1848.00839,2218.019205,0.058620982,mEm,
234.4692166,w,355.4664334,708.4679063,2336.439528,0.153854724,way,
234.5837048,a,470.7388624,1497.736286,2273.087862,0.075121555,way,a
234.6801348,i,300.3852317,2078.668957,2387.135618,0.117738591,way,
235.3703436,w,337.6929446,779.7756215,2353.017153,0.088123363,way,
235.4490768,a,512.1092,1286.57918,2147.369045,0.069342974,way,a
235.503251,i,352.9784873,1827.117813,2339.924781,0.039005423,way,
238.2527214,n,195.8461596,1435.709311,2543.534781,0.056341166,noy,
238.3422894,o,360.3014743,1006.612193,2257.028281,0.12279485,noy,o
238.4463039,y,381.8719636,1470.040802,2251.812995,0.085234072,noy,
240.7808413,n,268.7717062,2073.741603,2447.851968,0.069342974,noy,
240.86752,o,373.5665096,950.1350023,2260.998957,0.104014461,noy,o
240.9657558,y,432.7797483,1437.886908,2266.997763,0.092457299,noy,
242.99846,p,813.9519104,1628.636629,2248.942819,0.057785812,puy,
243.0808048,u,298.1912247,789.3105034,2322.326317,0.106903752,puy,u
243.1732621,y,313.448285,1221.550838,2179.909866,0.078010846,puy,
243.9059205,p,1095.797201,2164.190846,3355.987164,0.04911794,puy,
243.9665956,u,328.0523705,770.8274103,2491.139601,0.072232265,puy,u
244.0446064,y,319.9852236,1125.97986,2344.49549,0.083789427,puy,
245.9974378,n,181.0579395,1252.11185,2374.003704,0.054896521,nom,
246.0841165,o,368.0782191,911.8045776,2267.027447,0.118460914,nom,o
246.2126899,m,342.8154515,2464.43817,2506.117816,0.138685948,nom,
246.913372,n,195.065143,1580.283457,2584.231295,0.040450068,nom,
246.9856042,o,383.7272473,1133.876498,2354.543777,0.104014461,nom,o
247.1011759,m,271.4919409,743.285391,2391.178676,0.127128786,nom,
253.2314578,tŸ,554.6179955,1846.699778,3024.456658,0.080900136,cali sEm,
253.3181365,a,661.1849909,1304.37263,2463.389327,0.092457299,cali sEm,a
253.4033706,l,356.6862072,1092.953008,2148.771877,0.078010846,cali sEm,
253.5362779,i,334.198807,1938.36457,2227.242771,0.187803888,cali sEm,i
253.6879657,s,267.5837704,1874.920872,3252.974229,0.115571623,cali sEm,
253.7977587,e,350.6085557,1536.438059,2301.416873,0.104014461,cali sEm,E
253.9191089,m,252.8024955,1352.076822,2365.323878,0.138685948,cali sEm,
254.0332359,tŸ,347.8208597,1873.240202,3223.49278,0.089568008,cali sEm,
254.1300272,a,558.5655289,1233.516871,2495.302071,0.104014461,cali sEm,a
254.2138166,l,308.4296291,1211.980227,2474.526212,0.063564393,cali sEm,
254.3293882,i,274.3352759,1937.71051,2468.444382,0.167578854,cali sEm,i
254.4666295,s,1602.88066,2743.591486,3676.566202,0.106903752,cali sEm,
254.5547529,e,506.5235639,1628.118257,2359.043336,0.069342974,cali sEm,E
254.6183173,m,868.77154,1929.243438,3115.939255,0.057785812,cali sEm,
281.3774473,m,262.6448887,689.3559563,2195.204989,0.106903752,mii,
281.5363583,i,353.4245252,2049.280368,2367.869966,0.210918213,mii,ii
290.5960491,tŸ,1656.087628,2786.49129,3130.181618,0.095346589,cansEm,
290.6827278,a,626.0733965,1651.810155,2529.512827,0.078010846,cansEm,a
290.7578494,n,225.5457196,1349.790203,2537.458399,0.072232265,cansEm,
290.8430834,s,1342.919407,2654.913567,3615.003993,0.09823588,cansEm,
290.9268729,e,359.2902469,1641.345885,3089.110209,0.069342974,cansEm,E
291.0251087,m,200.7881069,1569.929427,2579.28845,0.127128786,cansEm,
297.00473,tŸ,217.6649619,1671.706842,2803.183595,0.170468144,cansEm,
297.1520838,a,569.5255,1268.143549,2527.552014,0.124239495,cansEm,a
297.2604322,n,353.9117811,1964.843066,2453.213091,0.092457299,cansEm,
297.367336,s,130.6589791,1862.754818,2891.979744,0.121350204,cansEm,
297.4684611,e,430.889045,1682.373773,2280.719811,0.080900136,cansEm,E
297.6129257,m,251.964878,1764.270014,2123.43228,0.208028922,cansEm,
298.4234299,tŸ,821.7971085,1849.862011,2949.823638,0.066453683,cansEm,
298.5043301,a,623.9782797,1340.602474,2511.949977,0.095346589,cansEm,a
298.6040106,n,278.7518435,1309.709353,2483.798773,0.104014461,cansEm,
298.7036911,s,329.2664319,1978.472304,3070.839655,0.095346589,cansEm,
298.7831466,e,393.4240953,1632.581489,2224.222045,0.063564393,cansEm,E
298.891495,m,237.3562242,1322.63457,2279.202862,0.153132401,cansEm,
1.401406198,q,458.6145387,1377.917563,2505.428813,0.128599221,qEl,
1.588133403,e,393.5759759,1725.902272,2404.410418,0.24485519,qEl,E
1.761572496,l,313.7967591,1535.72076,2278.070461,0.102022996,qEl,
3.061930858,q,1165.166987,2070.709629,2977.398592,0.085456649,qEl,
3.216884478,e,487.2839413,1758.392506,2465.690693,0.224450591,qEl,E
3.37119426,l,343.3043187,1403.352411,2385.708441,0.084168972,qEl,
4.952201479,q,1333.732781,2420.716118,3437.969189,0.062501475,qEl,
5.089301074,e,390.1796898,1719.053433,2311.691373,0.211697716,qEl,E
5.233408556,l,325.8872607,1509.13947,2429.874038,0.076517247,qEl,
8.953389848,q,438.3976955,1594.595993,2602.606749,0.12497817,qEl,
9.100047905,e,464.7128519,1729.67513,2342.704559,0.168337943,qEl,E
9.208480107,l,369.5358074,1356.077142,2418.72452,0.048526461,qEl,
10.00828195,q,919.9201649,1255.495296,2865.504057,0.063764372,qEl,
10.10902966,e,460.4056371,1640.83533,2259.411612,0.137731044,qEl,E
10.20340093,l,331.3841942,1326.148754,2365.280983,0.051011498,qEl,
13.14542384,q,675.8355211,1266.561925,2738.661411,0.056112648,qEl,
13.27550316,e,468.3261517,1721.768565,2411.183402,0.204045992,qEl,E
13.41578478,l,350.7897126,1281.076511,2398.939786,0.076517247,qEl,
14.07903256,q,170.7585325,1658.271081,2631.96162,0.107320759,qEl,
14.21303605,e,432.5911739,1767.197109,2226.462245,0.160686219,qEl,E
14.33036249,l,292.3055852,1322.020865,2373.020789,0.073966672,qEl,
16.80236098,q,1152.039039,1225.937957,2937.529871,0.056112648,qEl,
16.93116502,e,377.6572508,1677.792015,2329.829104,0.201495417,qEl,E
17.07909836,l,311.3530798,1545.314128,2331.513363,0.094371271,qEl,
17.78197803,q,1330.161164,1605.404929,2869.756429,0.086719547,qEl,
17.91333264,e,348.8738175,1703.550424,1812.072157,0.175989668,qEl,E
18.03831081,l,274.5277044,1507.033455,2253.231012,0.073966672,qEl,
20.88275769,m,237.0695071,1439.404993,2269.319968,0.091820696,mEm,
20.99880885,e,354.0016355,1593.31331,2263.131669,0.140281619,mEm,E
21.1467422,m,296.3016099,2002.779021,2274.521921,0.155585069,mEm,
34.5025332,w,301.7911139,968.4789044,2194.880946,0.063764372,win,
34.58160102,i,298.1691542,1714.441555,2256.540681,0.094371271,win,i
34.67214643,n,227.8349423,1653.247333,2490.095465,0.086719547,win,
36.12561457,w,286.670929,969.0196904,2296.265376,0.066314947,win,
36.19575538,i,357.1036095,1555.024539,2182.408201,0.073966672,win,i
36.2646209,n,233.9456375,1726.720959,2329.335203,0.063764372,win,
102.9011381,m,250.4877577,1123.567383,2194.35467,0.140281619,mii,
103.1408922,i,348.9420027,2087.026676,2303.143533,0.339226461,mii,ii
109.1429189,s,1584.307786,2580.253547,3079.606453,0.168337943,son,
109.3048804,o,344.7050772,918.3954573,2086.493156,0.155585069,son,o
109.4553644,n,285.2246751,1341.159562,2232.022726,0.145382769,son,
110.2965967,s,1491.69412,2744.571811,3400.11874,0.153034494,son,
110.4292265,o,439.5579158,1039.874839,2542.104235,0.112225295,son,o
110.5261484,n,368.8036286,1401.782793,2552.508618,0.081618397,son,
112.8329475,p,827.4413936,1623.706953,2365.715842,0.040809198,poholo,
112.9515493,o,504.3667309,869.6006781,2520.276823,0.196394267,poholo,o
113.0892803,l,282.2387201,797.1572283,2297.559227,0.079067822,poholo,
113.1938539,h,390.2027725,1230.579945,2554.288102,0.13007932,poholo,
113.2984274,o,215.9185573,945.0121669,2307.793822,0.079067822,poholo,o
113.3685683,l,370.8516489,1083.645763,2243.649519,0.061213798,poholo,
113.4425349,o,787.9130074,1031.626414,2574.211302,0.086719547,poholo,o
114.681199,p,728.2410228,1584.599691,2287.995393,0.040809198,poholo,
114.7883232,o,485.4493531,865.5208962,2492.069957,0.173439093,poholo,o
114.898614,h,244.7041573,944.9322004,2505.169379,0.047142588,poholo,
114.9598278,o,298.8886651,985.1019162,2499.810598,0.075285007,poholo,o
115.0331784,l,324.6125877,1176.219606,2186.735708,0.071416097,poholo,
115.1301002,o,389.2076814,1100.787343,2483.761935,0.122427595,poholo,o
117.9292583,t,1435.454638,2500.483115,3344.433373,0.043359773,tepa,
117.9955733,e,401.5881892,1731.628863,2396.833029,0.089270121,tepa,e
118.1626359,p,124.534216,1518.72817,2674.736994,0.24485519,tepa,
118.3858112,a,549.6452136,1151.643642,2589.127481,0.201495417,tepa,a
119.2384884,t,670.798741,1840.801041,2607.45044,0.035708049,tepa,
119.3048033,e,422.2029727,1717.224011,2426.865656,0.096921846,tepa,e
119.4705907,p,131.3915758,1608.438406,2410.572601,0.234652891,tepa,
119.6504062,a,581.9633579,1227.668032,2468.317978,0.12497817,tepa,a
122.2512736,l,323.9552529,1339.38354,2468.474014,0.099472421,leyanin,
122.3494708,e,402.4617258,1633.587542,1882.62659,0.096921846,leyanin,e
122.4247127,y,393.4698797,1759.46825,2412.867307,0.053562073,leyanin,
122.4974041,a,404.7782841,1709.049336,2540.410432,0.091820696,leyanin,a
122.5751966,n,256.7524392,1522.602186,2257.506523,0.063764372,leyanin,
122.6542645,i,331.7923427,1738.266814,2526.502578,0.094371271,leyanin,i
122.7537369,n,214.8236329,1591.674361,2410.617531,0.104573571,leyanin,
124.7289613,l,296.3892239,1354.57655,2457.708251,0.104573571,leyanin,
124.8322596,e,405.3029825,1679.72137,2348.061646,0.102022996,leyanin,e
124.9062262,y,376.5591705,1751.912164,2034.219191,0.045910348,leyanin,
124.976367,a,380.0800116,1722.788336,1915.124158,0.094371271,leyanin,a
125.0630866,n,243.3805617,1632.853261,2426.463306,0.079067822,leyanin,
125.1485309,i,323.3317248,1802.307713,2105.298775,0.091820696,leyanin,i
125.255655,n,243.9314723,1770.531461,2650.260451,0.122427595,leyanin,
127.0657134,h,439.0153902,1177.355437,2453.154788,0.071416097,hon'na,
127.2047198,o,374.1979206,895.0879271,2194.616211,0.206596567,hon'na,o
127.3628554,n,291.1140574,1405.408817,2413.829537,0.109674721,hon'na,
127.5184405,a,273.6945269,1128.535058,2159.543777,0.201495417,hon'na,a
127.6765761,h,933.3633017,2046.68725,3478.801354,0.11477587,hon'na,
127.7939026,o,299.2214465,888.9031279,2253.733415,0.11987702,hon'na,o
127.9354595,n,309.3902656,1242.138897,2287.257566,0.163236793,hon'na,
128.0744658,a,250.2848843,1102.127627,2182.084589,0.11477587,hon'na,a
156.9088135,k,1333.280811,1774.236832,2671.297683,0.051011498,kEnwanIn,
156.9853308,e,383.6923281,1741.442017,1964.598623,0.102022996,kEnwanIn,E
157.0848032,n,273.2722219,1496.472918,2212.561508,0.096921846,kEnwanIn,
157.1715227,w,301.2363714,786.3731244,2214.681331,0.076517247,kEnwanIn,
157.2607929,a,462.0871273,1167.512729,2268.35832,0.102022996,kEnwanIn,a
157.3526136,n,265.8468631,1374.203157,2355.274466,0.081618397,kEnwanIn,
157.4380578,i,355.2076806,1797.033172,2301.423837,0.089270121,kEnwanIn,I
